,,,,,,,,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,,,,,,,,,
388,Patrick Roberts\Patrick-Roberts,eng ENG,MFFW,Norwich City,22,1997,0.3,7,10,70.0,128,22,0,0,,6,7,85.7,1,3,33.3,0,0.0,0.0,0,1,0,0,0,Matches
389,Andrew Robertson\Andrew-Robertson,sco SCO,DF,Liverpool,25,1994,32.6,2189,2708,80.8,40148,13368,23,71,32.4,1768,2003,88.3,398,634,62.8,10,6.7,+3.3,56,161,62,26,310,Matches
390,Callum Robinson\Callum-Robinson,ie IRL,FW,Sheffield Utd,24,1995,7.5,117,155,75.5,1785,293,5,10,50.0,97,120,80.8,15,25,60.0,1,0.5,+0.5,4,5,3,1,7,Matches
391,Jack Robinson\Jack-Robinson,eng ENG,DF,Sheffield Utd,25,1993,4.6,176,228,77.2,3563,1284,2,6,33.3,127,142,89.4,47,80,58.8,0,0.3,-0.3,2,17,1,1,17,Matches
392,Rodri\Rodri,es ESP,MF,Manchester City,23,1996,27.1,2196,2361,93.0,45311,10083,19,38,50.0,1555,1635,95.1,622,688,90.4,2,1.4,+0.6,29,211,15,1,152,Matches
393,Jay Rodriguez\Jay-Rodriguez,eng ENG,FW,Burnley,30,1989,21.5,342,484,70.7,4518,882,23,50,46.0,289,374,77.3,30,60,50.0,1,0.9,+0.1,7,19,6,0,27,Matches
394,Jack Rodwell\Jack-Rodwell,eng ENG,MF,Sheffield Utd,28,1991,0.2,2,2,100.0,40,4,0,0,,1,1,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Matches
395,Marcos Rojo\Marcos-Rojo,ar ARG,DF,Manchester Utd,29,1990,1.4,37,55,67.3,747,323,0,1,0.0,28,32,87.5,9,22,40.9,0,0.0,0.0,0,3,0,0,8,Matches
396,Oriol Romeu\Oriol-Romeu,es ESP,MF,Southampton,27,1991,19.7,775,938,82.6,14554,3523,14,26,53.8,599,690,86.8,162,222,73.0,0,1.2,-1.2,16,76,16,3,83,Matches
397,Danny Rose\Danny-Rose,eng ENG,DF,Newcastle Utd,29,1990,8.8,310,399,77.7,5360,2081,6,17,35.3,263,296,88.9,41,86,47.7,0,0.2,-0.2,3,22,4,1,32,Matches
398,Danny Rose\Danny-Rose,eng ENG,DF,Tottenham,29,1990,9.9,435,572,76.0,7649,3168,5,21,23.8,361,410,88.0,69,141,48.9,0,0.8,-0.8,10,34,12,4,74,Matches
399,Antonio Rüdiger\Antonio-Rudiger,de GER,DF,Chelsea,26,1993,17.0,1164,1317,88.4,27736,7533,7,16,43.8,696,749,92.9,461,552,83.5,0,0.4,-0.4,4,113,5,1,69,Matches
400,Lukas Rupp\Lukas-Rupp,de GER,FWMF,Norwich City,28,1991,6.7,171,231,74.0,2509,520,7,21,33.3,151,180,83.9,13,30,43.3,0,0.6,-0.6,6,9,3,1,10,Matches
401,Mathew Ryan\Mathew-Ryan,au AUS,GK,Brighton,27,1992,37.0,1145,1425,80.4,33034,18370,1,3,33.3,609,615,99.0,535,807,66.3,0,0.0,0.0,0,8,0,0,1,Matches
402,Allan Saint-Maximin\Allan-Saint-Maximin,fr FRA,MFFW,Newcastle Utd,22,1997,20.2,351,484,72.5,6308,1446,6,29,20.7,277,349,79.4,68,106,64.2,4,3.5,+0.5,34,25,15,5,49,Matches
403,Romain Saïss\Romain-Saiss,ma MAR,DF,Wolves,29,1990,29.1,1230,1513,81.3,27521,10194,8,36,22.2,825,922,89.5,397,555,71.5,1,0.6,+0.4,7,118,9,0,116,Matches
404,Bukayo Saka\Bukayo-Saka,eng ENG,DFFW,Arsenal,17,2001,19.5,632,809,78.1,10366,3050,11,47,23.4,535,623,85.9,86,139,61.9,5,3.3,+1.7,21,36,20,6,72,Matches
405,Mamadou Sakho\Mamadou-Sakho,fr FRA,DF,Crystal Palace,29,1990,10.3,451,516,87.4,9275,3463,5,9,55.6,316,352,89.8,130,155,83.9,0,0.1,-0.1,1,25,1,0,27,Matches
406,Mohamed Salah\Mohamed-Salah,eg EGY,FW,Liverpool,27,1992,30.8,707,952,74.3,10718,2793,17,64,26.6,618,767,80.6,72,121,59.5,9,6.9,+2.1,52,39,57,5,114,Matches
407,Mbwana Samatta\Mbwana-Samatta,tz TAN,FW,Aston Villa,26,1992,9.7,111,145,76.6,1614,260,3,7,42.9,97,121,80.2,11,17,64.7,0,0.3,-0.3,7,5,3,1,9,Matches
408,Carlos Sánchez\Carlos-Sanchez,co COL,MFDF,West Ham,33,1986,1.3,45,55,81.8,821,218,1,1,100.0,36,41,87.8,8,13,61.5,0,0.0,0.0,0,2,0,0,2,Matches
409,Davinson Sánchez\Davinson-Sanchez,co COL,DF,Tottenham,23,1996,27.0,1298,1496,86.8,28022,8017,6,24,25.0,890,960,92.7,402,512,78.5,0,0.0,0.0,1,48,0,0,60,Matches
410,Leroy Sané\Leroy-Sane,de GER,FW,Manchester City,23,1996,0.1,6,7,85.7,91,13,0,0,,5,6,83.3,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Matches
411,Ismaila Sarr\Ismaila-Sarr,sn SEN,FWMF,Watford,21,1998,21.5,394,548,71.9,6044,1612,13,34,38.2,333,418,79.7,48,96,50.0,3,2.0,+1.0,22,14,29,12,48,Matches
412,Fabian Schär\Fabian-Schar,ch SUI,DFMF,Newcastle Utd,27,1991,18.6,576,767,75.1,14600,6231,6,15,40.0,346,393,88.0,224,359,62.4,0,0.1,-0.1,4,72,4,1,64,Matches
413,Ezequiel Schelotto\Ezequiel-Schelotto,it ITA,DF,Brighton,30,1989,4.0,121,169,71.6,2075,711,1,8,12.5,105,129,81.4,15,32,46.9,0,0.0,0.0,0,4,3,1,21,Matches
414,Jeffrey Schlupp\Jeffrey-Schlupp,gh GHA,MFDF,Crystal Palace,26,1992,10.6,230,309,74.4,3881,1190,6,13,46.2,195,236,82.6,29,60,48.3,1,1.1,-0.1,7,27,4,1,32,Matches
415,Kasper Schmeichel\Kasper-Schmeichel,dk DEN,GK,Leicester City,32,1986,37.0,882,1143,77.2,27137,15241,2,4,50.0,421,424,99.3,459,715,64.2,0,0.5,-0.5,2,4,0,0,2,Matches
416,Morgan Schneiderlin\Morgan-Schneiderlin,fr FRA,MF,Everton,29,1989,11.1,494,567,87.1,10391,2945,5,14,35.7,344,378,91.0,145,175,82.9,0,0.2,-0.2,4,59,6,1,62,Matches
417,Ryan Sessegnon\Ryan-Sessegnon,eng ENG,DF,Tottenham,19,2000,3.8,145,195,74.4,2401,925,1,8,12.5,122,143,85.3,22,44,50.0,0,0.1,-0.1,2,13,2,1,20,Matches
418,Xherdan Shaqiri\Xherdan-Shaqiri,ch SUI,FW,Liverpool,27,1991,2.1,90,109,82.6,1637,526,1,2,50.0,71,80,88.8,18,27,66.7,0,0.2,-0.2,3,11,3,2,18,Matches
419,Billy Sharp\Billy-Sharp,eng ENG,FW,Sheffield Utd,33,1986,10.9,154,210,73.3,2230,459,5,19,26.3,139,173,80.3,10,18,55.6,1,1.7,-0.7,13,6,8,2,16,Matches
420,Luke Shaw\Luke-Shaw,eng ENG,DF,Manchester Utd,24,1995,19.3,1121,1296,86.5,16834,6221,18,44,40.9,1010,1104,91.5,93,148,62.8,0,1.5,-1.5,20,60,25,6,136,Matches
421,Jonjo Shelvey\Jonjo-Shelvey,eng ENG,MF,Newcastle Utd,27,1992,22.5,769,1059,72.6,18857,6237,7,25,28.0,462,536,86.2,300,498,60.2,1,3.5,-2.5,40,126,20,4,146,Matches
422,Djibril Sidibé\Djibril-Sidibe,fr FRA,DF,Everton,27,1992,19.9,867,1117,77.6,17190,6497,10,40,25.0,673,798,84.3,184,279,65.9,4,2.0,+2.0,18,54,19,10,167,Matches
423,Gylfi Sigurðsson\Gylfi-Sigurdsson,is ISL,MF,Everton,29,1989,27.4,812,1049,77.4,15810,4840,15,38,39.5,596,693,86.0,201,318,63.2,3,3.9,-0.9,45,89,25,5,138,Matches
424,Bernardo Silva\Bernardo-Silva,pt POR,FWMF,Manchester City,24,1994,22.5,1192,1374,86.8,19939,3817,21,53,39.6,999,1108,90.2,172,213,80.8,7,5.3,+1.7,47,60,41,9,107,Matches
425,David Silva\David-Silva,es ESP,MF,Manchester City,33,1986,19.4,1270,1456,87.2,20281,4121,29,71,40.8,1067,1179,90.5,174,206,84.5,10,5.3,+4.7,45,86,62,1,140,Matches
426,Jack Simpson\Jack-Simpson,eng ENG,DF,Bournemouth,22,1997,2.7,70,100,70.0,1208,446,1,6,16.7,56,69,81.2,13,25,52.0,0,0.0,0.0,0,5,0,0,5,Matches
427,Moussa Sissoko\Moussa-Sissoko,fr FRA,MF,Tottenham,29,1989,26.4,1070,1242,86.2,18612,3864,30,51,58.8,855,960,89.1,185,231,80.1,1,1.2,-0.2,16,70,13,3,94,Matches
428,Oliver Skipp\Oliver-Skipp,eng ENG,MFDF,Tottenham,18,2000,0.7,27,29,93.1,506,132,0,0,,21,23,91.3,6,6,100.0,0,0.0,0.0,0,4,0,0,3,Matches
429,William Smallbone\William-Smallbone,ie IRL,MF,Southampton,19,2000,3.7,149,179,83.2,2656,625,3,7,42.9,117,135,86.7,29,37,78.4,1,0.2,+0.8,2,12,2,1,14,Matches
430,Adam Smith\Adam-Smith,eng ENG,DF,Bournemouth,28,1991,21.8,819,1027,79.7,13170,4784,13,46,28.3,704,788,89.3,102,193,52.8,1,0.9,+0.1,10,58,9,2,95,Matches
431,Emile Smith-Rowe\Emile-Smith-Rowe,eng ENG,MF,Arsenal,19,2000,1.1,30,36,83.3,391,65,1,3,33.3,26,28,92.9,3,5,60.0,0,0.0,0.0,0,3,0,0,0,Matches
432,Robert Snodgrass\Robert-Snodgrass,sco SCO,MFFW,West Ham,31,1987,16.8,435,635,68.5,7990,2676,11,35,31.4,331,403,82.1,93,197,47.2,5,2.8,+2.2,33,31,14,2,82,Matches
433,Cédric Soares\Cedric-Soares,pt POR,DF,Southampton,27,1991,14.5,522,724,72.1,9101,4205,9,22,40.9,425,506,84.0,88,196,44.9,1,1.2,-0.2,14,35,19,12,94,Matches
434,Cédric Soares\Cedric-Soares,pt POR,DF,Arsenal,27,1991,2.8,53,77,68.8,1061,303,2,5,40.0,43,50,86.0,8,22,36.4,0,0.0,0.0,0,4,1,1,11,Matches
435,Dominic Solanke\Dominic-Solanke,eng ENG,FWMF,Bournemouth,21,1997,17.6,309,414,74.6,4363,883,22,43,51.2,261,328,79.6,26,43,60.5,1,1.0,0.0,12,27,10,2,27,Matches
436,Tomáš Souček\Tomas-Soucek,cz CZE,MF,West Ham,24,1995,9.6,220,327,67.3,3935,1014,7,18,38.9,170,240,70.8,43,69,62.3,0,0.3,-0.3,2,22,3,0,19,Matches
437,Çağlar Söyüncü\Caglar-Soyuncu,tr TUR,DF,Leicester City,23,1996,33.7,2035,2239,90.9,41675,12071,11,28,39.3,1469,1552,94.7,555,659,84.2,1,0.3,+0.7,4,114,3,0,87,Matches
438,Dennis Srbeny\Dennis-Srbeny,de GER,MFFW,Norwich City,25,1994,0.5,17,23,73.9,195,36,1,2,50.0,16,20,80.0,0,1,0.0,0,0.0,0.0,0,3,0,0,1,Matches
439,Jack Stacey\Jack-Stacey,eng ENG,DF,Bournemouth,23,1996,17.2,560,780,71.8,9312,3999,13,52,25.0,478,578,82.7,69,150,46.0,2,2.3,-0.3,10,42,6,2,80,Matches
440,Junior Stanislas\Junior-Stanislas,eng ENG,MFDF,Bournemouth,29,1989,7.6,211,293,72.0,3417,1290,8,16,50.0,168,207,81.2,35,70,50.0,0,1.0,-1.0,10,13,11,1,39,Matches
441,Jed Steer\Jed-Steer,eng ENG,GK,Aston Villa,26,1992,0.1,1,2,50.0,26,9,0,0,,0,0,,1,2,50.0,0,0.0,0.0,0,0,0,0,0,Matches
442,Dale Stephens\Dale-Stephens,eng ENG,MF,Brighton,30,1989,27.1,1388,1601,86.7,29104,6835,18,35,51.4,986,1088,90.6,384,478,80.3,1,1.1,-0.1,16,138,19,2,137,Matches
443,Jack Stephens\Jack-Stephens,eng ENG,DF,Southampton,25,1994,26.2,820,1101,74.5,19024,6966,7,23,30.4,516,598,86.3,297,480,61.9,3,1.2,+1.8,8,77,9,0,81,Matches
444,Raheem Sterling\Raheem-Sterling,eng ENG,FW,Manchester City,24,1994,28.5,917,1139,80.5,12924,2639,19,79,24.1,829,957,86.6,69,103,67.0,1,7.0,-6.0,44,30,49,6,89,Matches
445,Enda Stevens\Enda-Stevens,ie IRL,DF,Sheffield Utd,29,1990,36.2,1388,1871,74.2,23954,9671,16,97,16.5,1134,1328,85.4,238,446,53.4,4,4.6,-0.6,33,105,50,9,244,Matches
446,Marco Stiepermann\Marco-Stiepermann,de GER,MF,Norwich City,28,1991,12.3,279,381,73.2,3992,1126,14,37,37.8,233,287,81.2,32,57,56.1,0,0.6,-0.6,11,30,8,1,39,Matches
447,John Stones\John-Stones,eng ENG,DF,Manchester City,25,1994,12.5,948,997,95.1,20629,5793,1,6,16.7,641,671,95.5,306,320,95.6,0,0.1,-0.1,2,79,1,0,53,Matches
448,Isaac Success\Isaac-Success,ng NGA,FWMF,Watford,23,1996,0.8,14,21,66.7,155,37,3,4,75.0,10,16,62.5,1,1,100.0,0,0.1,-0.1,1,0,2,0,2,Matches
449,Ki Sung-yueng\Ki-Sung-yueng,kr KOR,MF,Newcastle Utd,30,1989,1.5,59,67,88.1,1266,270,2,2,100.0,36,41,87.8,21,24,87.5,0,0.1,-0.1,2,4,0,0,5,Matches
450,Andrew Surman\Andrew-Surman,eng ENG,MF,Bournemouth,32,1986,2.6,102,127,80.3,1959,487,5,5,100.0,73,89,82.0,24,33,72.7,0,0.0,0.0,1,6,1,0,10,Matches
451,Sam Surridge\Sam-Surridge,eng ENG,FW,Bournemouth,21,1998,0.3,4,10,40.0,64,22,0,0,,4,9,44.4,0,1,0.0,0,0.0,0.0,0,1,1,0,1,Matches
452,Japhet Tanganga\Japhet-Tanganga,eng ENG,DF,Tottenham,20,1999,5.8,188,232,81.0,3242,1096,1,13,7.7,148,166,89.2,39,53,73.6,0,0.0,0.0,0,9,0,0,17,Matches
453,Matt Targett\Matt-Targett,eng ENG,DF,Aston Villa,23,1995,24.5,846,1150,73.6,15483,6872,16,52,30.8,674,789,85.4,156,309,50.5,2,2.8,-0.8,25,73,29,11,154,Matches
454,James Tarkowski\James-Tarkowski,eng ENG,DF,Burnley,26,1992,37.0,881,1211,72.7,20480,7086,11,30,36.7,531,650,81.7,339,531,63.8,2,1.9,+0.1,13,67,9,0,72,Matches
455,Charlie Taylor\Charlie-Taylor,eng ENG,DF,Burnley,25,1993,21.6,726,1035,70.1,13410,5643,10,51,19.6,565,666,84.8,151,318,47.5,1,1.1,-0.1,13,48,22,17,129,Matches
456,Neil Taylor\Neil-Taylor,wal WAL,DF,Aston Villa,30,1989,12.1,410,513,79.9,6841,2873,7,21,33.3,349,392,89.0,54,100,54.0,0,0.3,-0.3,5,22,4,1,52,Matches
457,Nathan Tella\Nathan-Tella,eng ENG,FW,Southampton,20,1999,0.0,0,1,0.0,0,0,0,0,,0,1,0.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
458,Alexander Tettey\Alexander-Tettey,no NOR,MFDF,Norwich City,33,1986,26.0,1100,1242,88.6,19202,4074,13,32,40.6,895,975,91.8,192,235,81.7,1,0.8,+0.2,5,54,4,0,45,Matches
459,Luke Thomas\Luke-Thomas,eng ENG,DF,Leicester City,,,2.0,118,140,84.3,2015,602,2,7,28.6,97,107,90.7,19,26,73.1,1,0.5,+0.5,6,7,6,5,18,Matches
460,Max Thompson\Max-Thompson,eng ENG,FW,Burnley,17,2002,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
461,Youri Tielemans\Youri-Tielemans,be BEL,MF,Leicester City,22,1997,30.6,1423,1762,80.8,26664,6751,33,60,55.0,1089,1244,87.5,301,458,65.7,6,5.4,+0.6,49,153,37,7,187,Matches
462,Kieran Tierney\Kieran-Tierney,sco SCO,DF,Arsenal,22,1997,10.0,372,488,76.2,7132,2224,5,21,23.8,283,329,86.0,84,138,60.9,0,1.0,-1.0,5,21,8,5,47,Matches
463,James Tomkins\James-Tomkins,eng ENG,DF,Crystal Palace,30,1989,17.6,505,626,80.7,11923,3447,6,14,42.9,311,347,89.6,188,265,70.9,1,0.1,+0.9,2,21,1,0,21,Matches
464,Fikayo Tomori\Fikayo-Tomori,eng ENG,DF,Chelsea,21,1997,14.3,981,1098,89.3,21074,5865,4,15,26.7,660,701,94.2,317,382,83.0,0,0.2,-0.2,4,57,4,0,40,Matches
465,Lucas Torreira\Lucas-Torreira,uy URU,MF,Arsenal,23,1996,16.6,747,860,86.9,14645,3161,9,26,34.6,542,600,90.3,196,234,83.8,1,1.1,-0.1,14,42,4,0,61,Matches
466,Cenk Tosun\Cenk-Tosun,tr TUR,FW,Crystal Palace,28,1991,2.0,29,47,61.7,462,137,0,2,0.0,24,37,64.9,5,8,62.5,0,0.0,0.0,0,3,2,0,3,Matches
467,Cenk Tosun\Cenk-Tosun,tr TUR,FW,Everton,28,1991,3.2,42,62,67.7,569,120,1,3,33.3,38,50,76.0,3,9,33.3,0,0.1,-0.1,4,2,3,0,5,Matches
468,Andros Townsend\Andros-Townsend,eng ENG,MF,Crystal Palace,28,1991,13.4,296,422,70.1,4619,1589,9,29,31.0,247,290,85.2,40,103,38.8,1,1.8,-0.8,11,21,20,10,44,Matches
469,Adama Traoré\Adama-Traore,es ESP,FWMF,Wolves,23,1996,28.4,604,921,65.6,10465,2641,11,65,16.9,493,654,75.4,100,202,49.5,9,6.7,+2.3,50,41,45,32,104,Matches
470,Mark Travers\Mark-Travers,ie IRL,GK,Bournemouth,20,1999,1.0,23,32,71.9,692,479,0,0,,12,12,100.0,11,20,55.0,0,0.0,0.0,0,0,0,0,0,Matches
471,Trézéguet\Trezeguet,eg EGY,FWMF,Aston Villa,24,1994,20.7,284,423,67.1,4567,1250,7,26,26.9,234,298,78.5,43,99,43.4,1,0.8,+0.2,17,15,12,7,42,Matches
472,Leandro Trossard\Leandro-Trossard,be BEL,FWMF,Brighton,24,1994,22.3,567,795,71.3,10966,3574,6,38,15.8,435,555,78.4,126,202,62.4,3,3.9,-0.9,38,45,30,8,124,Matches
473,Tom Trybull\Tom-Trybull,de GER,MF,Norwich City,26,1993,12.6,551,597,92.3,9696,2562,6,12,50.0,454,477,95.2,91,108,84.3,0,0.0,0.0,2,41,0,0,26,Matches
474,Axel Tuanzebe\Axel-Tuanzebe,eng ENG,DF,Manchester Utd,21,1997,2.1,127,141,90.1,2333,660,1,3,33.3,102,110,92.7,24,28,85.7,0,0.0,0.0,0,8,0,0,7,Matches
475,Yan Valery\Yan-Valery,fr FRA,DF,Southampton,20,1999,8.7,198,318,62.3,3316,1244,3,16,18.8,164,215,76.3,31,87,35.6,0,0.7,-0.7,2,6,2,1,41,Matches
476,Jesús Vallejo\Jesus-Vallejo,es ESP,DF,Wolves,22,1997,1.8,81,104,77.9,1815,601,1,1,100.0,50,59,84.7,30,44,68.2,0,0.0,0.0,0,7,1,0,5,Matches
477,Jamie Vardy\Jamie-Vardy,eng ENG,FW,Leicester City,32,1987,32.7,304,449,67.7,4602,770,15,47,31.9,249,332,75.0,40,70,57.1,5,5.3,-0.3,28,14,16,5,31,Matches
478,Indiana Vassilev\Indiana-Vassilev,us USA,FWMF,Aston Villa,18,2001,0.6,8,11,72.7,80,4,1,2,50.0,7,9,77.8,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
479,Jan Vertonghen\Jan-Vertonghen,be BEL,DF,Tottenham,32,1987,18.3,930,1112,83.6,19288,5952,5,23,21.7,677,746,90.8,248,343,72.3,1,0.9,+0.1,3,56,0,0,59,Matches
480,Jannik Vestergaard\Jannik-Vestergaard,dk DEN,DF,Southampton,26,1992,15.6,558,704,79.3,11348,3754,9,13,69.2,409,467,87.6,140,224,62.5,0,0.1,-0.1,3,54,4,0,44,Matches
481,Rúben Vinagre\Ruben-Vinagre,pt POR,DF,Wolves,20,1999,6.9,250,336,74.4,4186,1228,2,21,9.5,215,252,85.3,33,63,52.4,0,0.6,-0.6,5,10,6,6,23,Matches
482,Jake Vokins\Jake-Vokins,eng ENG,DF,Southampton,19,2000,1.0,60,73,82.2,958,340,2,3,66.7,48,55,87.3,10,15,66.7,0,0.1,-0.1,1,7,2,1,5,Matches
483,Mario Vrančić\Mario-Vrancic,ba BIH,MF,Norwich City,30,1989,6.9,335,426,78.6,5852,1762,8,17,47.1,266,304,87.5,61,105,58.1,0,1.0,-1.0,8,32,6,0,49,Matches
484,Matěj Vydra\Matej-Vydra,cz CZE,FW,Burnley,27,1992,9.0,100,136,73.5,1114,177,8,15,53.3,88,113,77.9,4,8,50.0,1,1.2,-0.2,8,6,0,0,2,Matches
485,Theo Walcott\Theo-Walcott,eng ENG,MFFW,Everton,30,1989,13.7,246,378,65.1,4027,1173,2,28,7.1,208,276,75.4,36,74,48.6,2,1.9,+0.1,16,17,17,6,40,Matches
486,Kyle Walker\Kyle-Walker,eng ENG,DF,Manchester City,29,1990,25.6,1737,1984,87.6,35356,7896,16,58,27.6,1258,1371,91.8,463,555,83.4,3,1.7,+1.3,14,200,24,7,164,Matches
487,Kyle Walker-Peters\Kyle-Walker-Peters,eng ENG,DF,Tottenham,22,1997,2.7,183,214,85.5,3054,762,1,8,12.5,156,165,94.5,26,41,63.4,0,0.1,-0.1,2,12,1,0,14,Matches
488,Kyle Walker-Peters\Kyle-Walker-Peters,eng ENG,DF,Southampton,22,1997,6.8,277,364,76.1,4367,1359,8,22,36.4,236,276,85.5,33,66,50.0,0,0.6,-0.6,4,16,8,0,25,Matches
489,Aaron Wan-Bissaka\Aaron-Wan-Bissaka,eng ENG,DF,Manchester Utd,21,1997,32.6,1599,1979,80.8,23864,9163,37,109,33.9,1427,1632,87.4,135,238,56.7,4,2.8,+1.2,25,99,19,10,178,Matches
490,Victor Wanyama\Victor-Wanyama,ke KEN,MF,Tottenham,28,1991,0.3,18,19,94.7,382,127,2,2,100.0,11,12,91.7,5,5,100.0,0,0.0,0.0,0,3,0,0,5,Matches
491,Joel Ward\Joel-Ward,eng ENG,DF,Crystal Palace,29,1989,25.5,893,1201,74.4,14919,6785,30,80,37.5,715,838,85.3,148,283,52.3,0,0.3,-0.3,5,67,13,7,132,Matches
492,James Ward-Prowse\James-Ward-Prowse,eng ENG,MFDF,Southampton,24,1994,37.0,1380,1874,73.6,26377,8128,32,69,46.4,1032,1201,85.9,316,604,52.3,3,5.2,-2.2,60,124,32,5,216,Matches
493,Adam Webster\Adam-Webster,eng ENG,DF,Brighton,24,1995,28.6,1524,1788,85.2,33243,11308,7,25,28.0,1029,1140,90.3,488,623,78.3,1,1.2,-0.2,10,89,5,1,100,Matches
494,Danny Welbeck\Danny-Welbeck,eng ENG,FWMF,Watford,28,1990,8.1,112,144,77.8,1526,410,6,12,50.0,99,120,82.5,7,12,58.3,0,0.2,-0.2,3,9,4,0,13,Matches
495,Ashley Westwood\Ashley-Westwood,eng ENG,MF,Burnley,29,1990,34.0,1321,1778,74.3,27096,7957,29,58,50.0,901,1046,86.1,391,674,58.0,6,5.0,+1.0,50,151,28,6,195,Matches
496,Connor Wickham\Connor-Wickham,eng ENG,FWMF,Crystal Palace,26,1993,1.1,29,44,65.9,440,90,2,5,40.0,23,32,71.9,4,7,57.1,1,0.6,+0.4,2,2,0,0,2,Matches
497,Georginio Wijnaldum\Georginio-Wijnaldum,nl NED,MF,Liverpool,28,1990,30.9,1366,1509,90.5,23476,4276,23,53,43.4,1140,1224,93.1,203,232,87.5,0,1.3,-1.3,17,121,22,0,98,Matches
498,Jetro Willems\Jetro-Willems,nl NED,DF,Newcastle Utd,25,1994,16.6,408,582,70.1,7490,3595,6,26,23.1,321,387,82.9,81,169,47.9,2,1.3,+0.7,16,30,13,5,80,Matches
499,Brandon Williams\Brandon-Williams,eng ENG,DF,Manchester Utd,18,2000,9.2,400,489,81.8,6347,2037,7,18,38.9,342,390,87.7,51,81,63.0,0,0.5,-0.5,12,19,15,2,48,Matches
500,Neco Williams\Neco-Williams,wal WAL,DF,Liverpool,18,2001,1.6,114,140,81.4,2243,503,2,5,40.0,88,99,88.9,24,36,66.7,0,0.1,-0.1,2,5,2,0,8,Matches
501,Willian\Willian,br BRA,FW,Chelsea,30,1988,28.2,1228,1572,78.1,22175,5156,29,70,41.4,952,1107,86.0,247,395,62.5,7,7.2,-0.2,71,70,68,12,189,Matches
502,Joe Willock\Joe-Willock,eng ENG,MFFW,Arsenal,19,1999,8.9,281,344,81.7,4905,1361,11,18,61.1,218,250,87.2,52,76,68.4,1,0.8,+0.2,12,30,9,3,35,Matches
503,Jack Wilshere\Jack-Wilshere,eng ENG,MF,West Ham,27,1992,2.4,61,73,83.6,842,162,1,3,33.3,55,61,90.2,5,9,55.6,0,0.0,0.0,0,3,0,0,1,Matches
504,Callum Wilson\Callum-Wilson,eng ENG,FW,Bournemouth,27,1992,31.3,328,510,64.3,4949,1058,19,64,29.7,275,387,71.1,34,59,57.6,1,2.9,-1.9,24,28,14,3,37,Matches
505,Harry Wilson\Harry-Wilson,wal WAL,MFFW,Bournemouth,22,1997,18.3,452,606,74.6,8822,2058,6,38,15.8,336,399,84.2,110,169,65.1,0,1.8,-1.8,15,36,27,2,71,Matches
506,Harry Winks\Harry-Winks,eng ENG,MF,Tottenham,23,1996,23.7,1406,1587,88.6,27252,7084,20,34,58.8,1046,1126,92.9,340,427,79.6,0,1.2,-1.2,18,144,16,2,144,Matches
507,Chris Wood\Chris-Wood,nz NZL,FW,Burnley,27,1991,26.1,303,468,64.7,3951,472,21,43,48.8,257,380,67.6,25,45,55.6,1,0.9,+0.1,18,10,5,0,16,Matches
508,Granit Xhaka\Granit-Xhaka,ch SUI,MF,Arsenal,26,1992,27.7,1559,1774,87.9,32286,8122,15,34,44.1,1120,1227,91.3,424,513,82.7,2,1.1,+0.9,15,182,23,3,168,Matches
509,Andriy Yarmolenko\Andriy-Yarmolenko,ua UKR,MFFW,West Ham,29,1989,10.5,324,405,80.0,5326,1327,14,26,53.8,253,288,87.8,57,91,62.6,1,2.6,-1.6,18,13,10,3,41,Matches
510,DeAndre Yedlin\DeAndre-Yedlin,us USA,DF,Newcastle Utd,26,1993,10.4,228,316,72.2,3725,1543,6,16,37.5,185,226,81.9,37,74,50.0,0,0.3,-0.3,7,11,9,6,29,Matches
511,Maya Yoshida\Maya-Yoshida,jp JPN,DF,Southampton,30,1988,6.2,207,247,83.8,4034,1317,3,4,75.0,151,167,90.4,53,76,69.7,0,0.0,0.0,0,10,1,0,12,Matches
512,Ashley Young\Ashley-Young,eng ENG,DF,Manchester Utd,34,1985,10.6,565,735,76.9,11171,4575,3,20,15.0,441,495,89.1,121,220,55.0,0,1.2,-1.2,17,58,12,2,119,Matches
513,Pablo Zabaleta\Pablo-Zabaleta,ar ARG,DF,West Ham,34,1985,6.6,247,326,75.8,4075,1850,1,14,7.1,211,246,85.8,35,66,53.0,0,0.4,-0.4,4,28,6,2,49,Matches
514,Wilfried Zaha\Wilfried-Zaha,ci CIV,MFFW,Crystal Palace,26,1992,35.4,910,1159,78.5,14609,4122,22,81,27.2,756,895,84.5,132,183,72.1,3,3.5,-0.5,36,57,74,14,163,Matches
515,Christoph Zimmermann\Christoph-Zimmermann,de GER,DF,Norwich City,26,1993,14.9,485,593,81.8,10642,3723,3,10,30.0,311,336,92.6,171,247,69.2,1,0.1,+0.9,1,23,1,0,29,Matches
516,Oleksandr Zinchenko\Oleksandr-Zinchenko,ua UKR,DF,Manchester City,22,1996,14.2,1175,1323,88.8,20420,5390,12,27,44.4,977,1062,92.0,186,234,79.5,0,1.5,-1.5,16,95,30,10,137,Matches
