,,,,,,,,,SCA,SCA,SCA Types,SCA Types,SCA Types,SCA Types,SCA Types,GCA,GCA,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,GCA Types,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,OG,Matches
826,Luiz Felipe\Luiz-Felipe,br BRA,DF,Lazio,it Serie A,22,1997,21.5,15,0.73,13,1,1,0,0,6,0.29,5,0,1,0,0,0,Matches
827,Lucas Felippe\Lucas-Felippe,br BRA,MFDF,Hellas Verona,it Serie A,19,2000,0.3,1,3.21,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
828,Ohis Felix Uduokhai\Ohis-Felix-Uduokhai,de GER,DF,Augsburg,de Bundesliga,21,1997,21.8,6,0.27,4,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
829,João Félix\Joao-Felix,pt POR,FWMF,Atlético Madrid,es La Liga,19,1999,19.4,50,2.58,30,2,4,6,8,4,0.21,1,1,1,0,1,0,Matches
830,Kiko Femenía\Kiko-Femenia,es ESP,DF,Watford,eng Premier League,28,1991,24.9,32,1.29,27,3,1,0,1,3,0.12,0,1,1,0,1,0,Matches
831,Zinedine Ferhat\Zinedine-Ferhat,dz ALG,FWMF,Nîmes,fr Ligue 1,26,1993,25.0,89,3.57,48,19,13,4,5,6,0.24,4,0,1,1,0,0,Matches
832,Bruno Fernandes\Bruno-Fernandes,pt POR,MF,Manchester Utd,eng Premier League,24,1994,13.2,57,4.33,39,12,1,2,3,12,0.91,6,3,0,0,3,0,Matches
833,Edimilson Fernandes\Edimilson-Fernandes,ch SUI,MFDF,Mainz 05,de Bundesliga,23,1996,16.5,31,1.88,26,0,3,1,1,1,0.06,1,0,0,0,0,0,Matches
834,Gedson Fernandes\Gedson-Fernandes,pt POR,MFDF,Tottenham,eng Premier League,20,1999,0.8,3,3.97,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
835,Gelson Fernandes\Gelson-Fernandes,ch SUI,MF,Eint Frankfurt,de Bundesliga,32,1986,8.6,5,0.58,5,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
836,Matheus Fernandes\Matheus-Fernandes,br BRA,MF,Valladolid,es La Liga,21,1998,1.8,,,,,,,,,,,,,,,,Matches
837,Aitor Fernández\Aitor-Fernandez,es ESP,GK,Levante,es La Liga,28,1991,36.0,4,0.11,3,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
838,Andrés Fernández\Andres-Fernandez,es ESP,GK,Villarreal,es La Liga,32,1986,4.3,1,0.25,1,0,0,0,0,1,0.25,1,0,0,0,0,0,Matches
839,Carlos Fernández\Carlos-Fernandez,es ESP,FWMF,Granada,es La Liga,23,1996,24.5,44,1.80,28,1,4,6,5,9,0.37,4,0,1,1,3,0,Matches
840,Federico Fernández\Federico-Fernandez,ar ARG,DF,Newcastle Utd,eng Premier League,30,1989,29.1,10,0.34,6,0,1,3,0,3,0.10,1,0,0,2,0,0,Matches
841,Gabriel Fernández\Gabriel-Fernandez,uy URU,FWMF,Celta Vigo,es La Liga,25,1994,6.2,4,0.64,3,0,1,0,0,1,0.16,1,0,0,0,0,0,Matches
842,Joaquín Fernández\Joaquin-Fernandez,es ESP,MFDF,Valladolid,es La Liga,23,1996,18.4,14,0.76,12,1,0,0,1,2,0.11,1,0,0,0,1,0,Matches
843,Fernandinho\Fernandinho,br BRA,DF,Manchester City,eng Premier League,34,1985,26.6,27,1.01,24,0,0,3,0,5,0.19,5,0,0,0,0,0,Matches
844,Fernando\Fernando,br BRA,MF,Sevilla,es La Liga,32,1987,29.5,31,1.05,26,0,1,3,1,3,0.10,3,0,0,0,0,0,Matches
845,Juan Ferney Otero\Juan-Ferney-Otero,co COL,FWMF,Amiens,fr Ligue 1,24,1995,13.4,28,2.10,18,0,5,1,4,3,0.22,2,0,0,0,1,0,Matches
846,Alex Ferrari\Alex-Ferrari,it ITA,DF,Sampdoria,it Serie A,25,1994,11.2,5,0.45,4,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
847,Facundo Ferreyra\Facundo-Ferreyra,ar ARG,FW,Espanyol,es La Liga,28,1991,6.4,9,1.41,9,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
848,Jordan Ferri\Jordan-Ferri,fr FRA,MF,Montpellier,fr Ligue 1,27,1992,12.8,34,2.66,24,4,2,1,3,0,0.00,0,0,0,0,0,0,Matches
849,Oliver Fink\Oliver-Fink,de GER,MFFW,Düsseldorf,de Bundesliga,37,1982,7.5,20,2.67,15,0,1,1,3,3,0.40,2,0,0,0,1,0,Matches
850,Alfreð Finnbogason\Alfred-Finnbogason,is ISL,FW,Augsburg,de Bundesliga,30,1989,10.7,31,2.89,24,0,1,5,1,4,0.37,4,0,0,0,0,0,Matches
851,Roberto Firmino\Roberto-Firmino,br BRA,FW,Liverpool,eng Premier League,27,1991,33.2,94,2.83,72,0,15,4,3,19,0.57,14,0,4,1,0,0,Matches
852,Junior Firpo\Junior-Firpo,es ESP,DF,Barcelona,es La Liga,22,1996,11.3,15,1.33,14,0,1,0,0,3,0.27,2,0,1,0,0,0,Matches
853,John Fleck\John-Fleck,sco SCO,MF,Sheffield Utd,eng Premier League,27,1991,28.0,71,2.54,48,16,5,2,0,5,0.18,4,0,1,0,0,0,Matches
854,Mark Flekken\Mark-Flekken,nl NED,GK,Freiburg,de Bundesliga,26,1993,10.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
855,Sergio Floccari\Sergio-Floccari,it ITA,FW,SPAL,it Serie A,37,1981,10.5,22,2.10,17,0,3,1,1,0,0.00,0,0,0,0,0,0,Matches
856,Alessandro Florenzi\Alessandro-Florenzi,it ITA,DF,Valencia,es La Liga,28,1991,8.4,7,0.84,7,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
857,Alessandro Florenzi\Alessandro-Florenzi,it ITA,DFFW,Roma,it Serie A,28,1991,11.1,24,2.17,22,1,0,1,0,2,0.18,2,0,0,0,0,0,Matches
858,Phil Foden\Phil-Foden,eng ENG,FWMF,Manchester City,eng Premier League,19,2000,10.0,44,4.40,35,2,3,1,3,8,0.80,8,0,0,0,0,0,Matches
859,Mamadou Fofana\Mamadou-Fofana,ml MLI,DFMF,Metz,fr Ligue 1,21,1998,17.6,13,0.74,9,0,2,2,0,0,0.00,0,0,0,0,0,0,Matches
860,Seko Fofana\Seko-Fofana,ci CIV,MF,Udinese,it Serie A,24,1995,24.7,89,3.72,72,1,11,2,3,9,0.38,7,0,2,0,0,0,Matches
861,Wesley Fofana\Wesley-Fofana,fr FRA,DF,Saint-Étienne,fr Ligue 1,18,2000,13.5,7,0.52,6,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
862,Youssouf Fofana\Youssouf-Fofana,fr FRA,MF,Monaco,fr Ligue 1,20,1999,6.8,12,1.77,9,0,1,1,1,2,0.30,2,0,0,0,0,0,Matches
863,Youssouf Fofana\Youssouf-Fofana,fr FRA,MF,Strasbourg,fr Ligue 1,20,1999,11.2,15,1.34,14,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
864,Thomas Foket\Thomas-Foket,be BEL,DF,Reims,fr Ligue 1,24,1994,27.0,42,1.56,37,4,1,0,0,3,0.11,3,0,0,0,0,0,Matches
865,Lamine Fomba\Lamine-Fomba,fr FRA,MF,Nîmes,fr Ligue 1,21,1998,15.3,20,1.31,18,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
866,José Fonte\Jose-Fonte,pt POR,DF,Lille,fr Ligue 1,35,1983,24.5,12,0.49,9,0,0,3,0,1,0.04,1,0,0,0,0,0,Matches
867,Pablo Fornals\Pablo-Fornals,es ESP,MFFW,West Ham,eng Premier League,23,1996,24.1,48,1.99,38,4,1,2,3,9,0.37,9,0,0,0,0,0,Matches
868,Emil Forsberg\Emil-Forsberg,se SWE,MFFW,RB Leipzig,de Bundesliga,27,1991,12.7,50,3.94,36,6,3,1,4,4,0.32,3,0,0,0,1,0,Matches
869,Hernâni Fortes\Hernani-Fortes,pt POR,MFFW,Levante,es La Liga,27,1991,7.3,22,3.03,14,1,5,0,2,0,0.00,0,0,0,0,0,0,Matches
870,Ben Foster\Ben-Foster,eng ENG,GK,Watford,eng Premier League,36,1983,38.0,5,0.13,2,3,0,0,0,1,0.03,1,0,0,0,0,0,Matches
871,Lyle Foster\Lyle-Foster,za RSA,FW,Monaco,fr Ligue 1,18,2000,0.7,1,1.45,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
872,Timothy Fosu-Mensah\Timothy-Fosu-Mensah,nl NED,DF,Manchester Utd,eng Premier League,21,1998,1.5,3,1.99,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
873,Dimitri Foulquier\Dimitri-Foulquier,fr FRA,MFDF,Watford,eng Premier League,26,1993,0.7,1,1.53,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
874,Dimitri Foulquier\Dimitri-Foulquier,fr FRA,DF,Granada,es La Liga,26,1993,12.4,11,0.88,10,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
875,Juan Foyth\Juan-Foyth,ar ARG,DF,Tottenham,eng Premier League,21,1998,0.8,1,1.32,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
876,Raphael Framberger\Raphael-Framberger,de GER,DF,Augsburg,de Bundesliga,23,1995,13.1,11,0.84,9,0,1,0,1,2,0.15,2,0,0,0,0,0,Matches
877,Simon Francis\Simon-Francis,eng ENG,DF,Bournemouth,eng Premier League,34,1985,10.8,7,0.65,6,0,1,0,0,1,0.09,1,0,0,0,0,0,Matches
878,Mike Frantz\Mike-Frantz,de GER,MFDF,Freiburg,de Bundesliga,32,1986,3.9,7,1.80,7,0,0,0,0,1,0.26,1,0,0,0,0,0,Matches
879,Ryan Fraser\Ryan-Fraser,sco SCO,MFFW,Bournemouth,eng Premier League,25,1994,23.0,66,2.87,44,17,2,1,2,6,0.26,3,2,0,1,0,0,Matches
880,Fred\Fred,br BRA,MF,Manchester Utd,eng Premier League,26,1993,24.0,83,3.45,64,8,4,2,5,1,0.04,1,0,0,0,0,0,Matches
881,Ryan Fredericks\Ryan-Fredericks,eng ENG,DF,West Ham,eng Premier League,26,1992,24.9,47,1.89,42,3,1,0,1,5,0.20,5,0,0,0,0,0,Matches
882,Kieron Freeman\Kieron-Freeman,wal WAL,FW,Sheffield Utd,eng Premier League,27,1992,0.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
883,Luke Freeman\Luke-Freeman,eng ENG,MF,Sheffield Utd,eng Premier League,27,1992,4.1,5,1.23,4,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
884,Remo Freuler\Remo-Freuler,ch SUI,MF,Atalanta,it Serie A,27,1992,25.3,61,2.51,52,2,3,2,2,7,0.29,5,0,1,1,0,0,Matches
885,Marco Friedl\Marco-Friedl,at AUT,DF,Werder Bremen,de Bundesliga,21,1998,24.3,35,1.44,23,11,0,0,1,4,0.16,3,0,0,0,1,0,Matches
886,Marvin Friedrich\Marvin-Friedrich,de GER,DF,Union Berlin,de Bundesliga,23,1995,31.0,23,0.74,16,1,1,3,2,2,0.06,0,0,0,1,1,0,Matches
887,Samúel Friðjónsson\Samuel-Fridjonsson,is ISL,MF,Paderborn 07,de Bundesliga,23,1996,2.1,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
888,Jorge de Frutos\Jorge-de-Frutos,es ESP,MFFW,Valladolid,es La Liga,22,1997,0.7,1,1.53,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
889,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,eng Premier League,33,1986,8.6,7,0.82,7,0,0,0,0,3,0.35,3,0,0,0,0,0,Matches
890,Angelo Fulgini\Angelo-Fulgini,fr FRA,MF,Angers,fr Ligue 1,22,1996,17.5,59,3.36,30,13,9,1,6,5,0.28,2,0,2,1,0,0,Matches
891,Niclas Füllkrug\Niclas-Fullkrug,de GER,FW,Werder Bremen,de Bundesliga,26,1993,4.5,10,2.23,8,0,1,1,0,1,0.22,1,0,0,0,0,0,Matches
892,Ramiro Funes Mori\Ramiro-Funes-Mori,ar ARG,DF,Villarreal,es La Liga,28,1991,5.0,4,0.79,3,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
893,Matteo Gabbia\Matteo-Gabbia,it ITA,DF,Milan,it Serie A,19,1999,6.6,2,0.36,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
894,Manolo Gabbiadini\Manolo-Gabbiadini,it ITA,FW,Sampdoria,it Serie A,27,1991,21.6,71,3.32,41,9,3,9,9,7,0.33,3,0,1,1,2,0,Matches
895,Gabriel\Gabriel,br BRA,GK,Lecce,it Serie A,26,1992,32.3,1,0.03,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
896,Ruben Gabrielsen\Ruben-Gabrielsen,no NOR,DF,Toulouse,fr Ligue 1,27,1992,7.3,2,0.27,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
897,Mijat Gaćinović\Mijat-Gacinovic,rs SRB,MFFW,Eint Frankfurt,de Bundesliga,24,1995,11.6,30,2.58,16,2,2,3,7,3,0.26,3,0,0,0,0,0,Matches
898,Luca Gagliano\Luca-Gagliano,it ITA,FWMF,Cagliari,it Serie A,19,2000,0.6,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
899,Roberto Gagliardini\Roberto-Gagliardini,it ITA,MF,Inter,it Serie A,25,1994,19.0,53,2.79,43,2,0,4,4,4,0.21,3,0,0,0,1,0,Matches
900,Riccardo Gagliolo\Riccardo-Gagliolo,se SWE,DF,Parma,it Serie A,29,1990,27.9,42,1.55,33,6,0,1,2,5,0.19,3,2,0,0,0,0,Matches
901,Nicolás Gaitán\Nicolas-Gaitan,ar ARG,MFFW,Lille,fr Ligue 1,31,1988,0.6,1,1.67,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
902,Marvin Gakpa\Marvin-Gakpa,fr FRA,MFFW,Metz,fr Ligue 1,25,1993,5.2,15,2.88,11,2,2,0,0,0,0.00,0,0,0,0,0,0,Matches
903,Enric Gallego\Enric-Gallego,es ESP,FW,Osasuna,es La Liga,32,1986,9.8,22,2.25,16,0,1,3,2,3,0.31,1,0,0,1,1,0,Matches
904,Enric Gallego\Enric-Gallego,es ESP,FW,Getafe,es La Liga,32,1986,1.8,2,1.10,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
905,Kévin Gameiro\Kevin-Gameiro,fr FRA,FW,Valencia,es La Liga,32,1987,17.6,30,1.71,23,0,2,2,3,6,0.34,5,0,1,0,0,0,Matches
906,Fran Gámez\Fran-Gamez,es ESP,DF,Mallorca,es La Liga,28,1991,19.6,24,1.22,19,2,1,1,1,1,0.05,1,0,0,0,0,0,Matches
907,Idrissa Gana Gueye\Idrissa-Gana-Gueye,sn SEN,MF,Paris S-G,fr Ligue 1,29,1989,18.4,55,2.99,54,0,1,0,0,6,0.33,6,0,0,0,0,0,Matches
908,Ignatius Ganago\Ignatius-Ganago,cm CMR,FWMF,Nice,fr Ligue 1,20,1999,13.8,32,2.32,21,1,3,0,7,5,0.36,2,0,0,0,3,0,Matches
909,Ezequiel Garay\Ezequiel-Garay,ar ARG,DF,Valencia,es La Liga,32,1986,16.0,4,0.25,4,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches
910,Dani García\Dani-Garcia,es ESP,MF,Athletic Club,es La Liga,29,1990,33.7,23,0.68,18,3,1,1,0,1,0.03,1,0,0,0,0,0,Matches
911,David García\David-Garcia,es ESP,DF,Osasuna,es La Liga,25,1994,31.0,16,0.52,14,2,0,0,0,1,0.03,1,0,0,0,0,0,Matches
912,Eric García\Eric-Garcia,es ESP,DF,Manchester City,eng Premier League,18,2001,8.8,3,0.34,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
913,Javi García\Javi-Garcia,es ESP,MF,Betis,es La Liga,32,1987,4.2,1,0.24,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
914,Manu García\Manu-Garcia,es ESP,MF,Alavés,es La Liga,33,1986,21.9,9,0.41,6,0,0,1,2,0,0.00,0,0,0,0,0,0,Matches
915,Raúl García\Raul-Garcia,es ESP,DFMF,Valladolid,es La Liga,30,1989,11.2,16,1.42,11,2,1,2,0,3,0.27,1,0,0,2,0,0,Matches
916,Raúl García\Raul-Garcia,es ESP,MFFW,Athletic Club,es La Liga,33,1986,31.9,43,1.35,31,1,0,2,9,4,0.13,1,1,0,0,2,0,Matches
917,Raúl García\Raul-Garcia,es ESP,DF,Getafe,es La Liga,30,1989,2.7,5,1.85,5,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
918,Rubén García\Ruben-Garcia,es ESP,MFFW,Osasuna,es La Liga,26,1993,24.3,98,4.03,51,35,4,6,2,7,0.29,5,1,1,0,0,0,Matches
919,Unai García\Unai-Garcia,es ESP,DF,Osasuna,es La Liga,27,1992,6.0,2,0.34,1,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
920,Víctor García\Victor-Garcia,es ESP,FWMF,Valladolid,es La Liga,22,1997,1.0,4,4.09,4,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
921,James Garner\James-Garner,eng ENG,MF,Manchester Utd,eng Premier League,18,2001,0.1,1,10.00,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
922,Manuel Garrido\Manuel-Garrido,es ESP,FW,Leganés,es La Liga,18,2000,1.3,3,2.35,2,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
923,Mario Gaspar\Mario-Gaspar,es ESP,DF,Villarreal,es La Liga,28,1990,21.8,31,1.42,26,2,0,2,1,3,0.14,2,0,0,1,0,0,Matches
924,Daniele Gastaldello\Daniele-Gastaldello,it ITA,DF,Brescia,it Serie A,36,1983,3.7,1,0.35,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
925,Dwight Gayle\Dwight-Gayle,eng ENG,FW,Newcastle Utd,eng Premier League,28,1990,9.4,12,1.27,7,1,0,2,2,2,0.21,2,0,0,0,0,0,Matches
926,Paulo Gazzaniga\Paulo-Gazzaniga,ar ARG,GK,Tottenham,eng Premier League,27,1992,17.9,4,0.22,3,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
927,Jean-Philippe Gbamin\Jean-Philippe-Gbamin,ci CIV,MF,Everton,eng Premier League,23,1995,1.5,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
928,Yann Gboho\Yann-Gboho,fr FRA,FW,Rennes,fr Ligue 1,18,2001,2.5,5,1.99,4,0,0,1,0,1,0.40,1,0,0,0,0,0,Matches
929,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,eng Premier League,28,1990,38.0,2,0.05,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
930,Theodor Gebre Selassie\Theodor-Gebre-Selassie,cz CZE,DF,Werder Bremen,de Bundesliga,32,1986,27.0,31,1.15,27,1,0,1,2,4,0.15,3,0,0,1,0,0,Matches
931,Dennis Geiger\Dennis-Geiger,de GER,MF,Hoffenheim,de Bundesliga,21,1998,12.6,40,3.17,19,18,1,1,1,4,0.32,2,2,0,0,0,0,Matches
932,Jérémy Gélin\Jeremy-Gelin,fr FRA,DFMF,Rennes,fr Ligue 1,22,1997,10.3,4,0.39,4,0,0,0,0,1,0.10,1,0,0,0,0,0,Matches
933,Christian Gentner\Christian-Gentner,de GER,MF,Union Berlin,de Bundesliga,33,1985,27.1,56,2.06,43,2,3,3,5,7,0.26,4,0,0,0,3,0,Matches
934,Yannick Gerhardt\Yannick-Gerhardt,de GER,MF,Wolfsburg,de Bundesliga,25,1994,9.2,15,1.63,12,0,0,2,1,0,0.00,0,0,0,0,0,0,Matches
935,Valère Germain\Valere-Germain,fr FRA,FW,Marseille,fr Ligue 1,29,1990,15.0,22,1.47,18,0,1,1,1,6,0.40,3,0,0,1,1,1,Matches
936,Gervinho\Gervinho,ci CIV,FW,Parma,it Serie A,32,1987,25.0,64,2.64,41,0,19,2,2,12,0.49,9,0,3,0,0,0,Matches
937,Anwar El Ghazi\Anwar-El-Ghazi,nl NED,FWMF,Aston Villa,eng Premier League,24,1995,22.8,57,2.50,38,6,6,3,4,6,0.26,4,0,2,0,0,0,Matches
938,Rachid Ghezzal\Rachid-Ghezzal,dz ALG,MFFW,Fiorentina,it Serie A,27,1992,9.2,34,3.95,27,2,2,0,3,0,0.00,0,0,0,0,0,0,Matches
939,Andrea Ghezzi\Andrea-Ghezzi,it ITA,MFFW,Brescia,it Serie A,,,0.4,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
940,Paolo Ghiglione\Paolo-Ghiglione,it ITA,DF,Genoa,it Serie A,22,1997,19.1,36,1.89,30,1,3,1,1,5,0.26,5,0,0,0,0,0,Matches
941,Andrea Ghion\Andrea-Ghion,it ITA,FWMF,Sassuolo,it Serie A,19,2000,0.3,2,7.50,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
942,Saman Ghoddos\Saman-Ghoddos,ir IRN,FW,Amiens,fr Ligue 1,25,1993,2.6,9,3.51,5,4,0,0,0,2,0.78,2,0,0,0,0,0,Matches
943,Faouzi Ghoulam\Faouzi-Ghoulam,dz ALG,DF,Napoli,it Serie A,28,1991,4.0,13,3.47,8,5,0,0,0,1,0.27,0,1,0,0,0,0,Matches
944,Morgan Gibbs-White\Morgan-Gibbs-White,eng ENG,MFFW,Wolves,eng Premier League,19,2000,1.4,4,2.79,3,0,0,0,0,1,0.70,0,0,0,0,0,1,Matches
945,Niko Gießelmann\Niko-Giesselmann,de GER,DF,Düsseldorf,de Bundesliga,27,1991,22.9,36,1.58,23,10,0,1,2,2,0.09,2,0,0,0,0,0,Matches
946,Rafał Gikiewicz\Rafal-Gikiewicz,pl POL,GK,Union Berlin,de Bundesliga,31,1987,33.0,5,0.15,3,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
947,José Antonio Martínez Gil\Jose-Antonio-Martinez-Gil,es ESP,DF,Granada,es La Liga,26,1993,13.2,5,0.38,2,2,0,0,1,0,0.00,0,0,0,0,0,0,Matches
948,Billy Gilmour\Billy-Gilmour,sco SCO,MF,Chelsea,eng Premier League,18,2001,2.2,6,2.78,5,0,0,0,1,1,0.46,1,0,0,0,0,0,Matches
949,Daniel Ginczek\Daniel-Ginczek,de GER,FW,Wolfsburg,de Bundesliga,28,1991,8.5,19,2.23,13,0,1,5,0,3,0.35,1,0,0,2,0,0,Matches
950,Matthias Ginter\Matthias-Ginter,de GER,DF,M'gladbach,de Bundesliga,25,1994,30.9,23,0.74,20,0,0,3,0,6,0.19,5,0,0,1,0,0,Matches
951,Andrei Girotto\Andrei-Girotto,br BRA,DF,Nantes,fr Ligue 1,27,1992,24.2,12,0.50,9,0,0,2,0,1,0.04,0,0,0,0,0,1,Matches
952,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,eng Premier League,32,1986,11.0,20,1.81,14,0,1,3,2,4,0.36,2,0,1,1,0,0,Matches
953,Klaus Gjasula\Klaus-Gjasula,al ALB,MF,Paderborn 07,de Bundesliga,29,1989,25.3,48,1.89,43,0,2,3,0,3,0.12,2,0,0,1,0,0,Matches
954,Kamil Glik\Kamil-Glik,pl POL,DF,Monaco,fr Ligue 1,31,1988,23.0,7,0.30,4,0,0,3,0,1,0.04,1,0,0,0,0,0,Matches
955,Serge Gnabry\Serge-Gnabry,de GER,FWMF,Bayern Munich,de Bundesliga,24,1995,24.4,96,3.94,72,1,15,6,2,17,0.70,12,0,4,1,0,0,Matches
956,Joris Gnagnon\Joris-Gnagnon,fr FRA,DF,Rennes,fr Ligue 1,22,1997,14.2,5,0.35,3,0,0,1,1,1,0.07,1,0,0,0,0,0,Matches
957,Eddy Gnahoré\Eddy-Gnahore,fr FRA,MF,Amiens,fr Ligue 1,25,1993,12.6,13,1.03,12,0,0,1,0,1,0.08,0,0,0,1,0,0,Matches
958,Ben Godfrey\Ben-Godfrey,eng ENG,DF,Norwich City,eng Premier League,21,1998,29.4,11,0.37,8,0,0,3,0,1,0.03,1,0,0,0,0,0,Matches
959,Diego Godín\Diego-Godin,uy URU,DF,Inter,it Serie A,33,1986,17.1,23,1.37,20,0,0,1,2,3,0.18,3,0,0,0,0,0,Matches
960,Akaki Gogia\Akaki-Gogia,de GER,MFFW,Union Berlin,de Bundesliga,27,1992,1.3,5,3.72,4,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
961,Mauro Goicoechea\Mauro-Goicoechea,uy URU,GK,Toulouse,fr Ligue 1,31,1988,2.0,0,0.00,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
962,Edoardo Goldaniga\Edoardo-Goldaniga,it ITA,DF,Genoa,it Serie A,25,1993,8.4,8,1.08,7,0,0,1,0,1,0.13,1,0,0,0,0,0,Matches
963,Benjamin Goller\Benjamin-Goller,de GER,FWMF,Werder Bremen,de Bundesliga,20,1999,3.2,5,1.56,5,0,0,0,0,1,0.31,1,0,0,0,0,0,Matches
964,Pierluigi Gollini\Pierluigi-Gollini,it ITA,GK,Atalanta,it Serie A,24,1995,32.0,3,0.10,3,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
965,Aleksandr Golovin\Aleksandr-Golovin,ru RUS,MF,Monaco,fr Ligue 1,23,1996,22.9,82,3.58,41,27,9,1,4,8,0.35,5,2,1,0,0,0,Matches
966,André Gomes\Andre-Gomes,pt POR,MF,Everton,eng Premier League,26,1993,16.2,29,1.79,25,1,2,0,1,2,0.12,1,0,0,0,1,0,Matches
967,Angel Gomes\Angel-Gomes,eng ENG,MF,Manchester Utd,eng Premier League,18,2000,0.2,2,8.57,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
968,Ibai Gómez\Ibai-Gomez,es ESP,FW,Athletic Club,es La Liga,29,1989,7.7,25,3.24,8,13,3,1,0,2,0.26,1,0,0,1,0,0,Matches
969,Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,eng Premier League,22,1997,22.3,16,0.72,15,0,0,1,0,4,0.18,3,0,0,1,0,0,Matches
970,Maxi Gómez\Maxi-Gomez,uy URU,FW,Valencia,es La Liga,22,1996,23.8,30,1.26,24,0,0,2,4,3,0.13,3,0,0,0,0,0,Matches
971,Moi Gómez\Moi-Gomez,es ESP,FWMF,Villarreal,es La Liga,25,1994,25.8,61,2.37,47,2,3,5,4,11,0.43,7,0,1,1,2,0,Matches
972,Papu Gómez\Papu-Gomez,ar ARG,MFFW,Atalanta,it Serie A,31,1988,30.6,193,6.51,122,41,12,8,10,29,0.98,20,3,2,2,2,0,Matches
973,Sergi Gómez\Sergi-Gomez,es ESP,DF,Sevilla,es La Liga,27,1992,8.0,5,0.63,4,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
974,Alfred Gomis\Alfred-Gomis,sn SEN,GK,Dijon,fr Ligue 1,25,1993,18.0,4,0.22,4,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
975,Maxime Gonalons\Maxime-Gonalons,fr FRA,MF,Granada,es La Liga,30,1989,16.7,14,0.84,12,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
976,Mathieu Goncalves\Mathieu-Goncalves,fr FRA,DF,Toulouse,fr Ligue 1,18,2001,3.5,2,0.57,2,0,0,0,0,1,0.29,1,0,0,0,0,0,Matches
977,Jérôme Gondorf\Jerome-Gondorf,de GER,MF,Freiburg,de Bundesliga,31,1988,1.3,6,4.50,4,0,1,0,1,0,0.00,0,0,0,0,0,0,Matches
