,,,,,,,,,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Standard,Expected,Expected,Expected,Expected,Expected,
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,PK,PKatt,Sh,SoT,FK,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
878,Ryan Fredericks\Ryan-Fredericks,eng ENG,DF,West Ham,eng Premier League,26,1992,24.9,0,0,0,3,0,0,0.0,0.12,0.00,0.00,,0.2,0.2,0.05,-0.2,-0.2,Matches
879,Kieron Freeman\Kieron-Freeman,wal WAL,FW,Sheffield Utd,eng Premier League,27,1992,0.1,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
880,Luke Freeman\Luke-Freeman,eng ENG,MF,Sheffield Utd,eng Premier League,27,1992,4.1,0,0,0,3,0,0,0.0,0.74,0.00,0.00,,0.1,0.1,0.02,-0.1,-0.1,Matches
881,Remo Freuler\Remo-Freuler,ch SUI,MF,Atalanta,it Serie A,27,1992,24.3,2,0,0,17,7,0,41.2,0.70,0.29,0.12,0.29,1.8,1.8,0.11,+0.2,+0.2,Matches
882,Marco Friedl\Marco-Friedl,at AUT,DF,Werder Bremen,de Bundesliga,21,1998,24.3,1,0,0,12,3,1,25.0,0.49,0.12,0.08,0.33,1.3,1.3,0.11,-0.3,-0.3,Matches
883,Marvin Friedrich\Marvin-Friedrich,de GER,DF,Union Berlin,de Bundesliga,23,1995,31.0,2,0,0,28,5,0,17.9,0.90,0.16,0.07,0.40,2.0,2.0,0.07,0.0,0.0,Matches
884,Samúel Friðjónsson\Samuel-Fridjonsson,is ISL,MF,Paderborn 07,de Bundesliga,23,1996,2.1,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
885,Jorge de Frutos\Jorge-de-Frutos,es ESP,MFFW,Valladolid,es La Liga,22,1997,0.7,0,0,0,1,0,0,0.0,1.53,0.00,0.00,,0.1,0.1,0.13,-0.1,-0.1,Matches
886,Christian Fuchs\Christian-Fuchs,at AUT,DF,Leicester City,eng Premier League,33,1986,8.6,0,0,0,5,1,2,20.0,0.58,0.12,0.00,0.00,0.1,0.1,0.03,-0.1,-0.1,Matches
887,Angelo Fulgini\Angelo-Fulgini,fr FRA,MF,Angers,fr Ligue 1,22,1996,17.5,1,0,0,34,16,0,47.1,1.94,0.91,0.03,0.06,3.5,3.5,0.10,-2.5,-2.5,Matches
888,Niclas Füllkrug\Niclas-Fullkrug,de GER,FW,Werder Bremen,de Bundesliga,26,1993,4.5,4,0,0,18,9,0,50.0,4.02,2.01,0.22,0.44,2.3,2.3,0.13,+1.7,+1.7,Matches
889,Ramiro Funes Mori\Ramiro-Funes-Mori,ar ARG,DF,Villarreal,es La Liga,28,1991,5.0,0,0,0,3,0,0,0.0,0.60,0.00,0.00,,0.1,0.1,0.02,-0.1,-0.1,Matches
890,Matteo Gabbia\Matteo-Gabbia,it ITA,DF,Milan,it Serie A,19,1999,5.6,0,0,0,3,2,0,66.7,0.54,0.36,0.00,0.00,0.2,0.2,0.06,-0.2,-0.2,Matches
891,Manolo Gabbiadini\Manolo-Gabbiadini,it ITA,FW,Sampdoria,it Serie A,27,1991,21.4,11,1,1,80,34,11,42.5,3.74,1.59,0.13,0.29,7.7,6.9,0.09,+3.3,+3.1,Matches
892,Gabriel\Gabriel,br BRA,GK,Lecce,it Serie A,26,1992,31.3,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
893,Ruben Gabrielsen\Ruben-Gabrielsen,no NOR,DF,Toulouse,fr Ligue 1,27,1992,7.3,0,0,0,4,1,0,25.0,0.55,0.14,0.00,0.00,0.4,0.4,0.09,-0.4,-0.4,Matches
894,Mijat Gaćinović\Mijat-Gacinovic,rs SRB,MFFW,Eint Frankfurt,de Bundesliga,24,1995,11.6,0,0,0,25,7,2,28.0,2.15,0.60,0.00,0.00,2.5,2.5,0.10,-2.5,-2.5,Matches
895,Luca Gagliano\Luca-Gagliano,it ITA,FWMF,Cagliari,it Serie A,19,2000,0.1,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
896,Roberto Gagliardini\Roberto-Gagliardini,it ITA,MF,Inter,it Serie A,25,1994,19.0,4,0,0,33,17,0,51.5,1.74,0.90,0.12,0.24,4.7,4.5,0.14,-0.7,-0.5,Matches
897,Riccardo Gagliolo\Riccardo-Gagliolo,se SWE,DF,Parma,it Serie A,29,1990,27.0,3,0,0,28,7,0,25.0,1.04,0.26,0.11,0.43,2.2,2.2,0.08,+0.8,+0.8,Matches
898,Nicolás Gaitán\Nicolas-Gaitan,ar ARG,MFFW,Lille,fr Ligue 1,31,1988,0.6,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
899,Marvin Gakpa\Marvin-Gakpa,fr FRA,MFFW,Metz,fr Ligue 1,25,1993,5.2,0,0,0,13,2,2,15.4,2.50,0.38,0.00,0.00,0.5,0.5,0.04,-0.5,-0.5,Matches
900,Enric Gallego\Enric-Gallego,es ESP,FW,Osasuna,es La Liga,32,1986,9.8,3,0,0,21,7,0,33.3,2.15,0.72,0.14,0.43,2.4,2.4,0.11,+0.6,+0.6,Matches
901,Enric Gallego\Enric-Gallego,es ESP,FW,Getafe,es La Liga,32,1986,1.8,0,0,0,3,1,0,33.3,1.65,0.55,0.00,0.00,0.2,0.2,0.08,-0.2,-0.2,Matches
902,Kévin Gameiro\Kevin-Gameiro,fr FRA,FW,Valencia,es La Liga,32,1987,17.6,6,0,1,19,10,0,52.6,1.08,0.57,0.32,0.60,5.3,4.5,0.24,+0.7,+1.5,Matches
903,Fran Gámez\Fran-Gamez,es ESP,DF,Mallorca,es La Liga,28,1991,19.6,0,0,0,15,2,0,13.3,0.76,0.10,0.00,0.00,1.1,1.1,0.07,-1.1,-1.1,Matches
904,Idrissa Gana Gueye\Idrissa-Gana-Gueye,sn SEN,MF,Paris S-G,fr Ligue 1,29,1989,18.4,1,0,0,11,3,0,27.3,0.60,0.16,0.09,0.33,1.2,1.2,0.11,-0.2,-0.2,Matches
905,Ignatius Ganago\Ignatius-Ganago,cm CMR,FWMF,Nice,fr Ligue 1,20,1999,13.8,3,0,0,17,6,0,35.3,1.23,0.44,0.18,0.50,2.7,2.7,0.16,+0.3,+0.3,Matches
906,Ezequiel Garay\Ezequiel-Garay,ar ARG,DF,Valencia,es La Liga,32,1986,16.0,0,0,0,7,3,0,42.9,0.44,0.19,0.00,0.00,0.6,0.6,0.09,-0.6,-0.6,Matches
907,Dani García\Dani-Garcia,es ESP,MF,Athletic Club,es La Liga,29,1990,33.7,0,0,0,14,0,0,0.0,0.42,0.00,0.00,,0.5,0.5,0.04,-0.5,-0.5,Matches
908,David García\David-Garcia,es ESP,DF,Osasuna,es La Liga,25,1994,31.0,0,0,0,19,5,0,26.3,0.61,0.16,0.00,0.00,1.4,1.4,0.07,-1.4,-1.4,Matches
909,Eric García\Eric-Garcia,es ESP,DF,Manchester City,eng Premier League,18,2001,8.8,0,0,0,2,1,0,50.0,0.23,0.11,0.00,0.00,0.5,0.5,0.25,-0.5,-0.5,Matches
910,Javi García\Javi-Garcia,es ESP,MF,Betis,es La Liga,32,1987,4.2,0,0,0,4,1,0,25.0,0.95,0.24,0.00,0.00,0.2,0.2,0.06,-0.2,-0.2,Matches
911,Manu García\Manu-Garcia,es ESP,MF,Alavés,es La Liga,33,1986,21.9,0,0,0,20,7,0,35.0,0.92,0.32,0.00,0.00,2.2,2.2,0.11,-2.2,-2.2,Matches
912,Raúl García\Raul-Garcia,es ESP,DFMF,Valladolid,es La Liga,30,1989,11.2,0,0,0,8,3,1,37.5,0.71,0.27,0.00,0.00,0.2,0.2,0.03,-0.2,-0.2,Matches
913,Raúl García\Raul-Garcia,es ESP,DF,Getafe,es La Liga,30,1989,2.7,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
914,Raúl García\Raul-Garcia,es ESP,MFFW,Athletic Club,es La Liga,33,1986,31.9,15,7,7,75,27,0,36.0,2.35,0.85,0.11,0.30,10.9,5.3,0.07,+4.1,+2.7,Matches
915,Rubén García\Ruben-Garcia,es ESP,MFFW,Osasuna,es La Liga,26,1993,24.3,8,1,1,52,19,9,36.5,2.14,0.78,0.13,0.37,6.9,6.2,0.12,+1.1,+0.8,Matches
916,Unai García\Unai-Garcia,es ESP,DF,Osasuna,es La Liga,27,1992,6.0,1,0,0,2,1,0,50.0,0.34,0.17,0.50,1.00,0.2,0.2,0.11,+0.8,+0.8,Matches
917,Víctor García\Victor-Garcia,es ESP,FWMF,Valladolid,es La Liga,22,1997,1.0,1,0,0,2,1,0,50.0,2.05,1.02,0.50,1.00,0.2,0.2,0.08,+0.8,+0.8,Matches
918,James Garner\James-Garner,eng ENG,MF,Manchester Utd,eng Premier League,18,2001,0.1,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
919,Manuel Garrido\Manuel-Garrido,es ESP,FW,Leganés,es La Liga,18,2000,1.3,0,0,0,1,1,0,100.0,0.78,0.78,0.00,0.00,0.3,0.3,0.32,-0.3,-0.3,Matches
920,Mario Gaspar\Mario-Gaspar,es ESP,DF,Villarreal,es La Liga,28,1990,21.8,0,0,0,14,1,0,7.1,0.64,0.05,0.00,0.00,1.0,1.0,0.07,-1.0,-1.0,Matches
921,Daniele Gastaldello\Daniele-Gastaldello,it ITA,DF,Brescia,it Serie A,36,1983,2.8,0,0,0,1,0,0,0.0,0.35,0.00,0.00,,0.0,0.0,0.05,0.0,0.0,Matches
922,Dwight Gayle\Dwight-Gayle,eng ENG,FW,Newcastle Utd,eng Premier League,28,1990,9.4,4,0,0,23,10,1,43.5,2.44,1.06,0.17,0.40,4.4,4.4,0.19,-0.4,-0.4,Matches
923,Paulo Gazzaniga\Paulo-Gazzaniga,ar ARG,GK,Tottenham,eng Premier League,27,1992,17.9,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
924,Jean-Philippe Gbamin\Jean-Philippe-Gbamin,ci CIV,MF,Everton,eng Premier League,23,1995,1.5,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
925,Yann Gboho\Yann-Gboho,fr FRA,FW,Rennes,fr Ligue 1,18,2001,2.5,1,0,0,2,1,0,50.0,0.80,0.40,0.50,1.00,0.2,0.2,0.08,+0.8,+0.8,Matches
926,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,eng Premier League,28,1990,38.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
927,Theodor Gebre Selassie\Theodor-Gebre-Selassie,cz CZE,DF,Werder Bremen,de Bundesliga,32,1986,27.0,2,0,0,11,3,0,27.3,0.41,0.11,0.18,0.67,1.3,1.3,0.12,+0.7,+0.7,Matches
928,Dennis Geiger\Dennis-Geiger,de GER,MF,Hoffenheim,de Bundesliga,21,1998,12.6,0,0,0,14,1,1,7.1,1.11,0.08,0.00,0.00,1.3,1.3,0.09,-1.3,-1.3,Matches
929,Jérémy Gélin\Jeremy-Gelin,fr FRA,DFMF,Rennes,fr Ligue 1,22,1997,10.3,0,0,0,3,0,0,0.0,0.29,0.00,0.00,,0.4,0.4,0.12,-0.4,-0.4,Matches
930,Christian Gentner\Christian-Gentner,de GER,MF,Union Berlin,de Bundesliga,33,1985,27.1,3,0,0,36,12,0,33.3,1.33,0.44,0.08,0.25,2.9,2.9,0.08,+0.1,+0.1,Matches
931,Yannick Gerhardt\Yannick-Gerhardt,de GER,MF,Wolfsburg,de Bundesliga,25,1994,9.2,2,0,0,11,4,0,36.4,1.20,0.43,0.18,0.50,1.7,1.7,0.16,+0.3,+0.3,Matches
932,Valère Germain\Valere-Germain,fr FRA,FW,Marseille,fr Ligue 1,29,1990,15.0,2,0,0,21,4,0,19.0,1.40,0.27,0.10,0.50,1.8,1.8,0.09,+0.2,+0.2,Matches
933,Gervinho\Gervinho,ci CIV,FW,Parma,it Serie A,32,1987,24.3,7,0,1,56,22,0,39.3,2.31,0.91,0.13,0.32,8.7,8.0,0.14,-1.7,-1.0,Matches
934,Anwar El Ghazi\Anwar-El-Ghazi,nl NED,FWMF,Aston Villa,eng Premier League,24,1995,22.8,4,1,1,50,19,5,38.0,2.19,0.83,0.06,0.16,6.3,5.5,0.11,-2.3,-2.5,Matches
935,Rachid Ghezzal\Rachid-Ghezzal,dz ALG,MFFW,Fiorentina,it Serie A,27,1992,8.6,1,0,0,9,2,3,22.2,1.05,0.23,0.11,0.50,0.5,0.5,0.06,+0.5,+0.5,Matches
936,Andrea Ghezzi\Andrea-Ghezzi,it ITA,MFFW,Brescia,it Serie A,,,0.4,0,0,0,2,0,0,0.0,4.86,0.00,0.00,,0.2,0.2,0.09,-0.2,-0.2,Matches
937,Paolo Ghiglione\Paolo-Ghiglione,it ITA,DF,Genoa,it Serie A,22,1997,19.1,0,0,0,21,5,0,23.8,1.10,0.26,0.00,0.00,1.0,1.0,0.05,-1.0,-1.0,Matches
938,Andrea Ghion\Andrea-Ghion,it ITA,FWMF,Sassuolo,it Serie A,19,2000,0.3,0,0,0,1,0,0,0.0,3.75,0.00,0.00,,0.1,0.1,0.06,-0.1,-0.1,Matches
939,Saman Ghoddos\Saman-Ghoddos,ir IRN,FW,Amiens,fr Ligue 1,25,1993,2.6,1,0,0,6,3,1,50.0,2.34,1.17,0.17,0.33,1.0,1.0,0.17,0.0,0.0,Matches
940,Faouzi Ghoulam\Faouzi-Ghoulam,dz ALG,DF,Napoli,it Serie A,28,1991,3.7,0,0,0,4,2,1,50.0,1.07,0.53,0.00,0.00,0.2,0.2,0.04,-0.2,-0.2,Matches
941,Morgan Gibbs-White\Morgan-Gibbs-White,eng ENG,MFFW,Wolves,eng Premier League,19,2000,1.4,0,0,0,2,0,0,0.0,1.40,0.00,0.00,,0.1,0.1,0.04,-0.1,-0.1,Matches
942,Niko Gießelmann\Niko-Giesselmann,de GER,DF,Düsseldorf,de Bundesliga,27,1991,22.9,1,0,0,14,3,2,21.4,0.61,0.13,0.07,0.33,0.7,0.7,0.05,+0.3,+0.3,Matches
943,Rafał Gikiewicz\Rafal-Gikiewicz,pl POL,GK,Union Berlin,de Bundesliga,31,1987,33.0,0,0,0,2,1,0,50.0,0.06,0.03,0.00,0.00,0.2,0.2,0.12,-0.2,-0.2,Matches
944,José Antonio Martínez Gil\Jose-Antonio-Martinez-Gil,es ESP,DF,Granada,es La Liga,26,1993,13.2,0,0,0,2,0,0,0.0,0.15,0.00,0.00,,0.1,0.1,0.04,-0.1,-0.1,Matches
945,Billy Gilmour\Billy-Gilmour,sco SCO,MF,Chelsea,eng Premier League,18,2001,2.2,0,0,0,1,0,0,0.0,0.46,0.00,0.00,,0.1,0.1,0.06,-0.1,-0.1,Matches
946,Daniel Ginczek\Daniel-Ginczek,de GER,FW,Wolfsburg,de Bundesliga,28,1991,8.5,3,0,0,24,6,0,25.0,2.81,0.70,0.13,0.50,3.5,3.5,0.15,-0.5,-0.5,Matches
947,Matthias Ginter\Matthias-Ginter,de GER,DF,M'gladbach,de Bundesliga,25,1994,30.9,1,0,0,19,7,0,36.8,0.62,0.23,0.05,0.14,2.1,2.1,0.11,-1.1,-1.1,Matches
948,Andrei Girotto\Andrei-Girotto,br BRA,DF,Nantes,fr Ligue 1,27,1992,24.2,1,0,0,24,6,1,25.0,0.99,0.25,0.04,0.17,1.3,1.3,0.05,-0.3,-0.3,Matches
949,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,eng Premier League,32,1986,11.0,8,0,0,39,19,1,48.7,3.53,1.72,0.21,0.42,7.2,7.2,0.19,+0.8,+0.8,Matches
950,Klaus Gjasula\Klaus-Gjasula,al ALB,MF,Paderborn 07,de Bundesliga,29,1989,25.3,2,0,1,14,4,0,28.6,0.55,0.16,0.14,0.50,2.1,1.3,0.09,-0.1,+0.7,Matches
951,Kamil Glik\Kamil-Glik,pl POL,DF,Monaco,fr Ligue 1,31,1988,23.0,1,0,0,12,4,0,33.3,0.52,0.17,0.08,0.25,1.5,1.5,0.12,-0.5,-0.5,Matches
952,Serge Gnabry\Serge-Gnabry,de GER,FWMF,Bayern Munich,de Bundesliga,24,1995,24.4,12,0,0,96,40,0,41.7,3.94,1.64,0.13,0.30,12.8,12.8,0.13,-0.8,-0.8,Matches
953,Joris Gnagnon\Joris-Gnagnon,fr FRA,DF,Rennes,fr Ligue 1,22,1997,14.2,0,0,0,7,1,0,14.3,0.49,0.07,0.00,0.00,0.5,0.5,0.07,-0.5,-0.5,Matches
954,Eddy Gnahoré\Eddy-Gnahore,fr FRA,MF,Amiens,fr Ligue 1,25,1993,12.6,0,0,0,8,0,0,0.0,0.64,0.00,0.00,,0.6,0.6,0.08,-0.6,-0.6,Matches
955,Ben Godfrey\Ben-Godfrey,eng ENG,DF,Norwich City,eng Premier League,21,1998,29.4,0,0,0,15,5,0,33.3,0.51,0.17,0.00,0.00,0.7,0.7,0.05,-0.7,-0.7,Matches
956,Diego Godín\Diego-Godin,uy URU,DF,Inter,it Serie A,33,1986,16.7,1,0,0,11,2,0,18.2,0.66,0.12,0.09,0.50,1.0,1.0,0.09,0.0,0.0,Matches
957,Akaki Gogia\Akaki-Gogia,de GER,MFFW,Union Berlin,de Bundesliga,27,1992,1.3,0,0,0,1,0,0,0.0,0.74,0.00,0.00,,0.0,0.0,0.02,0.0,0.0,Matches
958,Mauro Goicoechea\Mauro-Goicoechea,uy URU,GK,Toulouse,fr Ligue 1,31,1988,2.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
959,Edoardo Goldaniga\Edoardo-Goldaniga,it ITA,DF,Genoa,it Serie A,25,1993,7.4,1,0,0,6,4,0,66.7,0.81,0.54,0.17,0.25,1.1,1.1,0.23,-0.1,-0.1,Matches
960,Benjamin Goller\Benjamin-Goller,de GER,FWMF,Werder Bremen,de Bundesliga,20,1999,3.2,0,0,0,2,0,0,0.0,0.62,0.00,0.00,,0.2,0.2,0.08,-0.2,-0.2,Matches
961,Pierluigi Gollini\Pierluigi-Gollini,it ITA,GK,Atalanta,it Serie A,24,1995,31.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
962,Aleksandr Golovin\Aleksandr-Golovin,ru RUS,MF,Monaco,fr Ligue 1,23,1996,22.9,3,0,0,38,14,1,36.8,1.66,0.61,0.08,0.21,3.0,3.0,0.08,0.0,0.0,Matches
963,André Gomes\Andre-Gomes,pt POR,MF,Everton,eng Premier League,26,1993,16.2,0,0,0,5,0,0,0.0,0.31,0.00,0.00,,0.3,0.3,0.06,-0.3,-0.3,Matches
964,Angel Gomes\Angel-Gomes,eng ENG,MF,Manchester Utd,eng Premier League,18,2000,0.2,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
965,Ibai Gómez\Ibai-Gomez,es ESP,FW,Athletic Club,es La Liga,29,1989,7.7,0,0,0,14,5,2,35.7,1.81,0.65,0.00,0.00,1.1,1.1,0.08,-1.1,-1.1,Matches
966,Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,eng Premier League,22,1997,22.3,0,0,0,1,0,0,0.0,0.04,0.00,0.00,,0.0,0.0,0.02,0.0,0.0,Matches
967,Maxi Gómez\Maxi-Gomez,uy URU,FW,Valencia,es La Liga,22,1996,23.8,9,0,1,39,19,0,48.7,1.64,0.80,0.23,0.47,5.8,5.1,0.13,+3.2,+3.9,Matches
968,Moi Gómez\Moi-Gomez,es ESP,FWMF,Villarreal,es La Liga,25,1994,25.8,5,0,0,37,14,1,37.8,1.44,0.54,0.14,0.36,3.3,3.3,0.09,+1.7,+1.7,Matches
969,Papu Gómez\Papu-Gomez,ar ARG,MFFW,Atalanta,it Serie A,31,1988,29.7,6,0,0,92,39,1,42.4,3.10,1.32,0.07,0.15,8.9,8.9,0.10,-2.9,-2.9,Matches
970,Sergi Gómez\Sergi-Gomez,es ESP,DF,Sevilla,es La Liga,27,1992,8.0,0,0,0,3,0,0,0.0,0.38,0.00,0.00,,0.2,0.2,0.05,-0.2,-0.2,Matches
971,Alfred Gomis\Alfred-Gomis,sn SEN,GK,Dijon,fr Ligue 1,25,1993,18.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
972,Maxime Gonalons\Maxime-Gonalons,fr FRA,MF,Granada,es La Liga,30,1989,16.7,0,0,0,6,3,0,50.0,0.36,0.18,0.00,0.00,0.2,0.2,0.03,-0.2,-0.2,Matches
973,Mathieu Goncalves\Mathieu-Goncalves,fr FRA,DF,Toulouse,fr Ligue 1,18,2001,3.5,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
974,Jérôme Gondorf\Jerome-Gondorf,de GER,MF,Freiburg,de Bundesliga,31,1988,1.3,0,0,0,2,1,0,50.0,1.50,0.75,0.00,0.00,0.1,0.1,0.03,-0.1,-0.1,Matches
975,Álvaro González\Alvaro-Gonzalez,es ESP,DF,Marseille,fr Ligue 1,29,1990,18.1,0,0,0,13,3,0,23.1,0.72,0.17,0.00,0.00,0.9,0.9,0.07,-0.9,-0.9,Matches
976,Bruno González\Bruno-Gonzalez,es ESP,DF,Getafe,es La Liga,29,1990,2.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
977,Bruno González\Bruno-Gonzalez,es ESP,DF,Levante,es La Liga,29,1990,5.1,0,0,0,1,0,0,0.0,0.20,0.00,0.00,,0.0,0.0,0.02,0.0,0.0,Matches
978,Édgar González\Edgar-Gonzalez,es ESP,MF,Betis,es La Liga,22,1997,7.6,0,0,0,6,1,0,16.7,0.79,0.13,0.00,0.00,1.0,1.0,0.16,-1.0,-1.0,Matches
979,Anthony Gordon\Anthony-Gordon,eng ENG,MFFW,Everton,eng Premier League,18,2001,4.9,0,0,0,6,1,0,16.7,1.23,0.20,0.00,0.00,0.4,0.4,0.06,-0.4,-0.4,Matches
980,Leon Goretzka\Leon-Goretzka,de GER,MF,Bayern Munich,de Bundesliga,24,1995,16.8,6,0,0,39,15,0,38.5,2.32,0.89,0.15,0.40,5.3,5.3,0.14,+0.7,+0.7,Matches
981,Andoni Gorosabel\Andoni-Gorosabel,es ESP,DF,Real Sociedad,es La Liga,22,1996,7.9,0,0,0,1,1,0,100.0,0.13,0.13,0.00,0.00,0.0,0.0,0.01,0.0,0.0,Matches
982,Robin Gosens\Robin-Gosens,de GER,DF,Atalanta,it Serie A,25,1994,27.1,9,0,0,48,19,0,39.6,1.77,0.70,0.19,0.47,5.4,5.4,0.11,+3.6,+3.6,Matches
983,Dan Gosling\Dan-Gosling,eng ENG,MF,Bournemouth,eng Premier League,29,1990,14.0,3,0,0,12,6,0,50.0,0.85,0.43,0.25,0.50,2.1,2.1,0.18,+0.9,+0.9,Matches
984,Mario Götze\Mario-Gotze,de GER,FW,Dortmund,de Bundesliga,27,1992,5.8,3,1,1,7,3,0,42.9,1.21,0.52,0.29,0.67,1.7,0.9,0.13,+1.3,+1.1,Matches
985,Prince-Désir Gouano\Prince-Desir-Gouano,fr FRA,DF,Amiens,fr Ligue 1,25,1993,3.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
986,Amine Gouiri\Amine-Gouiri,fr FRA,FW,Lyon,fr Ligue 1,19,2000,0.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
987,Jeffrey Gouweleeuw\Jeffrey-Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,28,1991,18.3,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
988,Max Gradel\Max-Gradel,ci CIV,MFFW,Toulouse,fr Ligue 1,31,1987,18.2,3,2,3,36,11,6,30.6,1.98,0.61,0.03,0.09,4.8,2.5,0.07,-1.8,-1.5,Matches
989,Samuel Grandsir\Samuel-Grandsir,fr FRA,FWMF,Brest,fr Ligue 1,22,1996,16.6,3,0,0,29,8,0,27.6,1.75,0.48,0.10,0.38,2.6,2.6,0.09,+0.4,+0.4,Matches
990,Esteban Granero\Esteban-Granero,es ESP,MF,Espanyol,es La Liga,32,1987,5.3,1,0,0,7,7,0,100.0,1.33,1.33,0.14,0.14,1.2,1.2,0.18,-0.2,-0.2,Matches
991,Alberto Grassi\Alberto-Grassi,it ITA,MF,Parma,it Serie A,24,1995,7.1,1,0,0,8,2,0,25.0,1.12,0.28,0.13,0.50,0.5,0.5,0.06,+0.5,+0.5,Matches
992,Andre Gray\Andre-Gray,eng ENG,FW,Watford,eng Premier League,28,1991,8.4,2,0,0,19,6,0,31.6,2.26,0.72,0.11,0.33,2.8,2.8,0.15,-0.8,-0.8,Matches
993,Demarai Gray\Demarai-Gray,eng ENG,MFFW,Leicester City,eng Premier League,23,1996,6.9,2,0,1,21,6,3,28.6,3.04,0.87,0.10,0.33,2.5,1.7,0.08,-0.5,+0.3,Matches
994,Jack Grealish\Jack-Grealish,eng ENG,FWMF,Aston Villa,eng Premier League,23,1995,35.9,8,0,1,72,22,1,30.6,2.00,0.61,0.11,0.36,6.5,5.8,0.08,+1.5,+2.2,Matches
995,Mason Greenwood\Mason-Greenwood,eng ENG,FW,Manchester Utd,eng Premier League,17,2001,14.7,10,0,0,38,20,0,52.6,2.59,1.36,0.26,0.50,3.6,3.6,0.09,+6.4,+6.4,Matches
996,Michael Gregoritsch\Michael-Gregoritsch,at AUT,MFFW,Augsburg,de Bundesliga,25,1994,3.4,0,0,0,4,0,1,0.0,1.19,0.00,0.00,,0.1,0.1,0.04,-0.1,-0.1,Matches
997,Michael Gregoritsch\Michael-Gregoritsch,at AUT,FW,Schalke 04,de Bundesliga,25,1994,9.2,1,0,0,24,7,2,29.2,2.61,0.76,0.04,0.14,3.0,3.0,0.12,-2.0,-2.0,Matches
998,Clément Grenier\Clement-Grenier,fr FRA,MF,Rennes,fr Ligue 1,28,1991,9.3,1,0,0,7,2,5,28.6,0.75,0.21,0.14,0.50,0.8,0.8,0.12,+0.2,+0.2,Matches
999,Antoine Griezmann\Antoine-Griezmann,fr FRA,FW,Barcelona,es La Liga,28,1991,28.3,9,0,0,55,23,0,41.8,1.94,0.81,0.16,0.39,8.3,8.3,0.15,+0.7,+0.7,Matches
1000,Vincenzo Grifo\Vincenzo-Grifo,it ITA,MF,Hoffenheim,de Bundesliga,26,1993,0.2,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
1001,Vincenzo Grifo\Vincenzo-Grifo,it ITA,MFFW,Freiburg,de Bundesliga,26,1993,18.0,4,1,1,48,17,12,35.4,2.67,0.95,0.06,0.18,3.0,2.2,0.05,+1.0,+0.8,Matches
1002,Florian Grillitsch\Florian-Grillitsch,at AUT,MFDF,Hoffenheim,de Bundesliga,23,1995,26.8,0,0,0,17,1,0,5.9,0.64,0.04,0.00,0.00,1.0,1.0,0.06,-1.0,-1.0,Matches
1003,Jérémy Grimm\Jeremy-Grimm,fr FRA,FW,Strasbourg,fr Ligue 1,32,1987,0.0,0,0,0,0,0,0,,0.00,0.00,,,0.0,0.0,,0.0,0.0,Matches
1004,Arnaut Groeneveld\Arnaut-Groeneveld,nl NED,MF,Bournemouth,eng Premier League,22,1997,7.0,0,0,0,13,4,1,30.8,1.86,0.57,0.00,0.00,0.9,0.9,0.07,-0.9,-0.9,Matches
1005,Christian Groß\Christian-Gross,de GER,DFMF,Werder Bremen,de Bundesliga,30,1989,9.7,0,0,0,3,0,0,0.0,0.31,0.00,0.00,,0.2,0.2,0.08,-0.2,-0.2,Matches
